Company Name,Symbol,ISIN Code,Macro Sector,Sector,Industry,Basic Industry,Category,Justification,Notes
ACC Ltd.,ACC,INE012A01025,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Green,"Manufactures cement (grey/white, OPC/PPC/blended) from limestone, clay and gypsum. Cement is an inorganic product; the 'bone char' whitening claim is factually incorrect (white cement's whiteness comes from low iron-oxide raw materials, and bone char is a sugar-refining input), and any grinding-aid additive is a trace input below 0.1% that is as often plant-derived, so there is no material animal-derived input - Green.",
Ambuja Cements Ltd.,AMBUJACEM,INE079A01024,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Green,"Manufactures cement (grey/white, OPC/PPC/blended) from limestone, clay and gypsum. Cement is an inorganic product; the 'bone char' whitening claim is factually incorrect (white cement's whiteness comes from low iron-oxide raw materials, and bone char is a sugar-refining input), and any grinding-aid additive is a trace input below 0.1% that is as often plant-derived, so there is no material animal-derived input - Green.",
Birla Corporation Ltd.,BIRLACORPN,INE340A01012,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Green,"Manufactures cement (grey/white, OPC/PPC/blended) from limestone, clay and gypsum. Cement is an inorganic product; the 'bone char' whitening claim is factually incorrect (white cement's whiteness comes from low iron-oxide raw materials, and bone char is a sugar-refining input), and any grinding-aid additive is a trace input below 0.1% that is as often plant-derived, so there is no material animal-derived input - Green.",
Dalmia Bharat Ltd.,DALBHARAT,INE00R701025,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Green,"Manufactures cement (grey/white, OPC/PPC/blended) from limestone, clay and gypsum. Cement is an inorganic product; the 'bone char' whitening claim is factually incorrect (white cement's whiteness comes from low iron-oxide raw materials, and bone char is a sugar-refining input), and any grinding-aid additive is a trace input below 0.1% that is as often plant-derived, so there is no material animal-derived input - Green.",
Grasim Industries Ltd.,GRASIM,INE047A01021,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Green,"Aditya Birla group flagship producing viscose staple fibre and chemicals (caustic soda) and holding the cement (UltraTech) and financial-services businesses. Viscose is wood-pulp (plant) based and the chemicals are inorganic, with no material animal-derived input, so Green.",
HeidelbergCement India Ltd.,HEIDELBERG,INE578A01017,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Green,"Manufactures cement (grey/white, OPC/PPC/blended) from limestone, clay and gypsum. Cement is an inorganic product; the 'bone char' whitening claim is factually incorrect (white cement's whiteness comes from low iron-oxide raw materials, and bone char is a sugar-refining input), and any grinding-aid additive is a trace input below 0.1% that is as often plant-derived, so there is no material animal-derived input - Green.",
India Cements Ltd.,INDIACEM,INE383A01012,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Green,"Manufactures cement (grey/white, OPC/PPC/blended) from limestone, clay and gypsum. Cement is an inorganic product; the 'bone char' whitening claim is factually incorrect (white cement's whiteness comes from low iron-oxide raw materials, and bone char is a sugar-refining input), and any grinding-aid additive is a trace input below 0.1% that is as often plant-derived, so there is no material animal-derived input - Green.",
J.K. Cement Ltd.,JKCEMENT,INE823G01014,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Green,"Manufactures cement (grey/white, OPC/PPC/blended) from limestone, clay and gypsum. Cement is an inorganic product; the 'bone char' whitening claim is factually incorrect (white cement's whiteness comes from low iron-oxide raw materials, and bone char is a sugar-refining input), and any grinding-aid additive is a trace input below 0.1% that is as often plant-derived, so there is no material animal-derived input - Green.",
JK Lakshmi Cement Ltd.,JKLAKSHMI,INE786A01032,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Green,"Manufactures cement (grey/white, OPC/PPC/blended) from limestone, clay and gypsum. Cement is an inorganic product; the 'bone char' whitening claim is factually incorrect (white cement's whiteness comes from low iron-oxide raw materials, and bone char is a sugar-refining input), and any grinding-aid additive is a trace input below 0.1% that is as often plant-derived, so there is no material animal-derived input - Green.",
Kesoram Industries Ltd.,KESORAMIND,INE087A01019,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Green,"Manufactures cement (grey/white, OPC/PPC/blended) from limestone, clay and gypsum. Cement is an inorganic product; the 'bone char' whitening claim is factually incorrect (white cement's whiteness comes from low iron-oxide raw materials, and bone char is a sugar-refining input), and any grinding-aid additive is a trace input below 0.1% that is as often plant-derived, so there is no material animal-derived input - Green.",
Nuvoco Vistas Corporation Ltd.,NUVOCO,INE118D01016,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Green,"Manufactures cement (grey/white, OPC/PPC/blended) from limestone, clay and gypsum. Cement is an inorganic product; the 'bone char' whitening claim is factually incorrect (white cement's whiteness comes from low iron-oxide raw materials, and bone char is a sugar-refining input), and any grinding-aid additive is a trace input below 0.1% that is as often plant-derived, so there is no material animal-derived input - Green.",
Orient Cement Ltd.,ORIENTCEM,INE876N01018,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Green,"Manufactures cement (grey/white, OPC/PPC/blended) from limestone, clay and gypsum. Cement is an inorganic product; the 'bone char' whitening claim is factually incorrect (white cement's whiteness comes from low iron-oxide raw materials, and bone char is a sugar-refining input), and any grinding-aid additive is a trace input below 0.1% that is as often plant-derived, so there is no material animal-derived input - Green.",
Sanghi Industries Ltd.,SANGHIIND,INE999B01013,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Green,"Manufactures cement (grey/white, OPC/PPC/blended) from limestone, clay and gypsum. Cement is an inorganic product; the 'bone char' whitening claim is factually incorrect (white cement's whiteness comes from low iron-oxide raw materials, and bone char is a sugar-refining input), and any grinding-aid additive is a trace input below 0.1% that is as often plant-derived, so there is no material animal-derived input - Green.",[DELISTED — merged into Ambuja Cements Ltd. (INE079A01024)]
Shree Cement Ltd.,SHREECEM,INE070A01015,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Green,"Manufactures cement (grey/white, OPC/PPC/blended) from limestone, clay and gypsum. Cement is an inorganic product; the 'bone char' whitening claim is factually incorrect (white cement's whiteness comes from low iron-oxide raw materials, and bone char is a sugar-refining input), and any grinding-aid additive is a trace input below 0.1% that is as often plant-derived, so there is no material animal-derived input - Green.",
Star Cement Ltd.,STARCEMENT,INE460H01021,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Green,"Manufactures cement (grey/white, OPC/PPC/blended) from limestone, clay and gypsum. Cement is an inorganic product; the 'bone char' whitening claim is factually incorrect (white cement's whiteness comes from low iron-oxide raw materials, and bone char is a sugar-refining input), and any grinding-aid additive is a trace input below 0.1% that is as often plant-derived, so there is no material animal-derived input - Green.",
The Ramco Cements Ltd.,RAMCOCEM,INE331A01037,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Green,"Manufactures cement (grey/white, OPC/PPC/blended) from limestone, clay and gypsum. Cement is an inorganic product; the 'bone char' whitening claim is factually incorrect (white cement's whiteness comes from low iron-oxide raw materials, and bone char is a sugar-refining input), and any grinding-aid additive is a trace input below 0.1% that is as often plant-derived, so there is no material animal-derived input - Green.",
UltraTech Cement Ltd.,ULTRACEMCO,INE481G01011,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Green,"Manufactures cement (grey/white, OPC/PPC/blended) from limestone, clay and gypsum. Cement is an inorganic product; the 'bone char' whitening claim is factually incorrect (white cement's whiteness comes from low iron-oxide raw materials, and bone char is a sugar-refining input), and any grinding-aid additive is a trace input below 0.1% that is as often plant-derived, so there is no material animal-derived input - Green.",
